rxn00001	diphosphate phosphohydrolase
rxn35626	phenylacetone monooxygenase
rxn35627	6beta-hydroxylase
rxn35628	cytochrome P450 8B1
rxn35629	delta7-sterol-C5(6)-desaturase
rxn35630	delta7-sterol-C5(6)-desaturase
rxn35631	crepenynate synthase
rxn35632	crepenynate synthase
rxn35633	crepenynate synthase
rxn35634	crepenynate synthase
rxn35635	phenylacetyl-CoA dehydrogenase
rxn35636	phenylacetyl-CoA dehydrogenase
rxn35637	phenylacetyl-CoA dehydrogenase
rxn35638	phenylacetyl-CoA dehydrogenase
rxn35639	phenylacetyl-CoA dehydrogenase
rxn35640	phenylacetyl-CoA dehydrogenase
rxn35641	phenylacetyl-CoA dehydrogenase
rxn35642	anthocyanidin reductase
rxn35643	anthocyanidin reductase
rxn35644	anthocyanidin reductase
rxn35645	anthocyanidin reductase
rxn35646	anthocyanidin reductase
rxn35647	anthocyanidin reductase
rxn35648	anthocyanidin reductase
rxn35649	anthocyanidin reductase
rxn35650	anthocyanidin reductase
rxn35651	thiosulfate:quinone oxidoreductase
rxn35652	thiosulfate:quinone oxidoreductase
rxn35653	thiosulfate:quinone oxidoreductase
rxn35654	thiosulfate:quinone oxidoreductase
rxn35655	thiosulfate:quinone oxidoreductase
rxn35656	thiosulfate:quinone oxidoreductase
rxn35657	thiosulfate:quinone oxidoreductase
rxn35658	thiosulfate:quinone oxidoreductase
rxn35659	thiosulfate:quinone oxidoreductase
rxn35660	thiosulfate:quinone oxidoreductase
rxn35661	thiosulfate:quinone oxidoreductase
rxn35662	thiosulfate:quinone oxidoreductase
rxn35663	thiosulfate:quinone oxidoreductase
rxn35664	thiosulfate:quinone oxidoreductase
rxn35665	UDP-glucose:(25S)-5beta-spirostan-3beta-ol 3-O-beta-D-glucosyltransferase
rxn35666	limonoid glucosyltransferase
rxn35667	UTP-monosaccharide-1-phosphate uridylyltransferase
rxn35668	UTP-monosaccharide-1-phosphate uridylyltransferase
rxn35669	UTP-monosaccharide-1-phosphate uridylyltransferase
rxn35670	UTP-monosaccharide-1-phosphate uridylyltransferase
rxn35671	cytidine diphosphoglyceride-inositol phosphatidyltransferase
rxn35672	cytidine diphosphoglyceride-inositol phosphatidyltransferase
rxn35673	cytidine diphosphoglyceride-inositol phosphatidyltransferase
rxn35674	2,4-diaminopentanoic acid C4 dehydrogenase
rxn35675	2,4-diaminopentanoic acid C4 dehydrogenase
rxn35676	3-KETOGLUCOSIDASE-RXN.c.metaexp.BETA-D-FRUCTOSE
rxn35677	glutamyl carboxypeptidase
rxn35678	sarco(endo)plasmic reticulum Ca2+-ATPase
rxn35679	4OHBENZOATE-OCTAPRENYLTRANSFER-RXN.c
rxn35680	3-hydroxyacyl-CoA epimerase
rxn35681	fluoren-9-ol dehydrogenase
rxn35682	fluoren-9-ol dehydrogenase
rxn35683	acyl-CoA oxidase
rxn35684	acyl-CoA oxidase
rxn35685	acyl-CoA oxidase
rxn35686	acyl-CoA oxidase
rxn35687	acyl-CoA oxidase
rxn35688	acyl-CoA oxidase
rxn35689	acyl-CoA oxidase
rxn35690	acyl-CoA oxidase
rxn35691	acyl-CoA oxidase
rxn35692	acyl-CoA oxidase
rxn35693	acyl-CoA oxidase
rxn35694	acyl-CoA oxidase
rxn35695	acyl-CoA oxidase
rxn35696	acyl-CoA oxidase
rxn35697	acyl-CoA oxidase
rxn35698	6-N-(1,2-dicarboxyethyl)AMP AMP-lyase
rxn35699	alcohol dehydrogenase [NAD(P)+]
rxn35700	alcohol dehydrogenase [NAD(P)+]
rxn35701	alcohol dehydrogenase [NAD(P)+]
rxn35702	alcohol dehydrogenase [NAD(P)+]
rxn35703	alcohol dehydrogenase [NAD(P)+]
rxn35704	alcohol dehydrogenase [NAD(P)+]
rxn35705	alcohol dehydrogenase [NAD(P)+]
rxn35706	alcohol dehydrogenase [NAD(P)+]
rxn35707	alcohol dehydrogenase [NAD(P)+]
rxn35708	alcohol dehydrogenase [NAD(P)+]
rxn35709	alcohol dehydrogenase [NAD(P)+]
rxn35710	alcohol dehydrogenase [NAD(P)+]
rxn35711	alcohol dehydrogenase [NAD(P)+]
rxn35712	alcohol dehydrogenase [NAD(P)+]
rxn35713	alcohol dehydrogenase [NAD(P)+]
rxn35714	alcohol dehydrogenase [NAD(P)+]
rxn35715	alcohol dehydrogenase [NAD(P)+]
rxn35716	alcohol dehydrogenase [NAD(P)+]
rxn35717	alcohol dehydrogenase [NAD(P)+]
rxn35718	alcohol dehydrogenase [NAD(P)+]
rxn35719	alcohol dehydrogenase [NAD(P)+]
rxn35720	alcohol dehydrogenase [NAD(P)+]
rxn35721	alcohol dehydrogenase [NAD(P)+]
rxn35722	alcohol dehydrogenase [NAD(P)+]
rxn35723	alcohol dehydrogenase [NAD(P)+]
rxn35724	alcohol dehydrogenase [NAD(P)+]
rxn35725	alcohol dehydrogenase [NAD(P)+]
rxn35726	alcohol dehydrogenase [NAD(P)+]
rxn35727	alcohol dehydrogenase [NAD(P)+]
rxn35728	alcohol dehydrogenase [NAD(P)+]
rxn35729	alcohol dehydrogenase [NAD(P)+]
rxn35730	alcohol dehydrogenase [NAD(P)+]
rxn35731	alcohol dehydrogenase [NAD(P)+]
rxn35732	alcohol dehydrogenase [NAD(P)+]
rxn35733	alcohol dehydrogenase [NAD(P)+]
rxn35734	alcohol dehydrogenase [NAD(P)+]
rxn35735	alcohol dehydrogenase [NAD(P)+]
rxn35736	alcohol dehydrogenase [NAD(P)+]
rxn35737	alcohol dehydrogenase [NAD(P)+]
rxn35738	alcohol dehydrogenase [NAD(P)+]
rxn35739	alcohol dehydrogenase [NAD(P)+]
rxn35740	alcohol dehydrogenase [NAD(P)+]
rxn35741	alcohol dehydrogenase [NAD(P)+]
rxn35742	alcohol dehydrogenase [NAD(P)+]
rxn35743	alcohol dehydrogenase [NAD(P)+]
rxn35744	alcohol dehydrogenase [NAD(P)+]
rxn35745	alcohol dehydrogenase [NAD(P)+]
rxn35746	alcohol dehydrogenase [NAD(P)+]
rxn35747	alcohol dehydrogenase [NAD(P)+]
rxn35748	alcohol dehydrogenase [NAD(P)+]
rxn35749	alcohol dehydrogenase [NAD(P)+]
rxn35750	alcohol dehydrogenase [NAD(P)+]
rxn35751	alcohol dehydrogenase [NAD(P)+]
rxn35752	alcohol dehydrogenase [NAD(P)+]
rxn35753	alcohol dehydrogenase [NAD(P)+]
rxn35754	alcohol dehydrogenase [NAD(P)+]
rxn35755	alcohol dehydrogenase [NAD(P)+]
rxn35756	alcohol dehydrogenase [NAD(P)+]
rxn35757	alcohol dehydrogenase [NAD(P)+]
rxn35758	alcohol dehydrogenase [NAD(P)+]
rxn35759	alcohol dehydrogenase [NAD(P)+]
rxn35760	alcohol dehydrogenase [NAD(P)+]
rxn35761	alcohol dehydrogenase [NAD(P)+]
rxn35762	alcohol dehydrogenase [NAD(P)+]
rxn35763	alcohol dehydrogenase [NAD(P)+]
rxn35764	alcohol dehydrogenase [NAD(P)+]
rxn35765	alcohol dehydrogenase [NAD(P)+]
rxn35766	alcohol dehydrogenase [NAD(P)+]
rxn35767	alcohol dehydrogenase [NAD(P)+]
rxn35768	alcohol dehydrogenase [NAD(P)+]
rxn35769	alcohol dehydrogenase [NAD(P)+]
rxn35770	alcohol dehydrogenase [NAD(P)+]
rxn35771	alcohol dehydrogenase [NAD(P)+]
rxn35772	alcohol dehydrogenase [NAD(P)+]
rxn35773	alcohol dehydrogenase [NAD(P)+]
rxn35774	alcohol dehydrogenase [NAD(P)+]
rxn35775	alcohol dehydrogenase [NAD(P)+]
rxn35776	alcohol dehydrogenase [NAD(P)+]
rxn35777	alcohol dehydrogenase [NAD(P)+]
rxn35778	alcohol dehydrogenase [NAD(P)+]
rxn35779	alcohol dehydrogenase [NAD(P)+]
rxn35780	alcohol dehydrogenase [NAD(P)+]
rxn35781	alcohol dehydrogenase [NAD(P)+]
rxn35782	alcohol dehydrogenase [NAD(P)+]
rxn35783	alcohol dehydrogenase [NAD(P)+]
rxn35784	alcohol dehydrogenase [NAD(P)+]
rxn35785	alcohol dehydrogenase [NAD(P)+]
rxn35786	alcohol dehydrogenase [NAD(P)+]
rxn35787	alcohol dehydrogenase [NAD(P)+]
rxn35788	alcohol dehydrogenase [NAD(P)+]
rxn35789	alcohol dehydrogenase [NAD(P)+]
rxn35790	alcohol dehydrogenase [NAD(P)+]
rxn35791	alcohol dehydrogenase [NAD(P)+]
rxn35792	alcohol dehydrogenase [NAD(P)+]
rxn35793	alcohol dehydrogenase [NAD(P)+]
rxn35794	alcohol dehydrogenase [NAD(P)+]
rxn35795	alcohol dehydrogenase [NAD(P)+]
rxn35796	alcohol dehydrogenase [NAD(P)+]
rxn35797	alcohol dehydrogenase [NAD(P)+]
rxn35798	alcohol dehydrogenase [NAD(P)+]
rxn35799	alcohol dehydrogenase [NAD(P)+]
rxn35800	alcohol dehydrogenase [NAD(P)+]
rxn35801	alcohol dehydrogenase [NAD(P)+]
rxn35802	alcohol dehydrogenase [NAD(P)+]
rxn35803	alcohol dehydrogenase [NAD(P)+]
rxn35804	alcohol dehydrogenase [NAD(P)+]
rxn35805	alcohol dehydrogenase [NAD(P)+]
rxn35806	alcohol dehydrogenase [NAD(P)+]
rxn35807	alcohol dehydrogenase [NAD(P)+]
rxn35808	alcohol dehydrogenase [NAD(P)+]
rxn35809	alcohol dehydrogenase [NAD(P)+]
rxn35810	alcohol dehydrogenase [NAD(P)+]
rxn35811	alcohol dehydrogenase [NAD(P)+]
rxn35812	alcohol dehydrogenase [NAD(P)+]
rxn35813	alcohol dehydrogenase [NAD(P)+]
rxn35814	alcohol dehydrogenase [NAD(P)+]
rxn35815	alcohol dehydrogenase [NAD(P)+]
rxn35816	alcohol dehydrogenase [NAD(P)+]
rxn35817	alcohol dehydrogenase [NAD(P)+]
rxn35818	alcohol dehydrogenase [NAD(P)+]
rxn35819	alcohol dehydrogenase [NAD(P)+]
rxn35820	alcohol dehydrogenase [NAD(P)+]
rxn35821	alcohol dehydrogenase [NAD(P)+]
rxn35822	alcohol dehydrogenase [NAD(P)+]
rxn35823	alcohol dehydrogenase [NAD(P)+]
rxn35824	alcohol dehydrogenase [NAD(P)+]
rxn35825	alcohol dehydrogenase [NAD(P)+]
rxn35826	alcohol dehydrogenase [NAD(P)+]
rxn35827	alcohol dehydrogenase [NAD(P)+]
rxn35828	alcohol dehydrogenase [NAD(P)+]
rxn35829	alcohol dehydrogenase [NAD(P)+]
rxn35830	alcohol dehydrogenase [NAD(P)+]
rxn35831	alcohol dehydrogenase [NAD(P)+]
rxn35832	alcohol dehydrogenase [NAD(P)+]
rxn35833	alcohol dehydrogenase [NAD(P)+]
rxn35834	alcohol dehydrogenase [NAD(P)+]
rxn35835	alcohol dehydrogenase [NAD(P)+]
rxn35836	alcohol dehydrogenase [NAD(P)+]
rxn35837	alcohol dehydrogenase [NAD(P)+]
rxn35838	alcohol dehydrogenase [NAD(P)+]
rxn35839	alcohol dehydrogenase [NAD(P)+]
rxn35840	alcohol dehydrogenase [NAD(P)+]
rxn35841	alcohol dehydrogenase [NAD(P)+]
rxn35842	alcohol dehydrogenase [NAD(P)+]
rxn35843	alcohol dehydrogenase [NAD(P)+]
rxn35844	alcohol dehydrogenase [NAD(P)+]
rxn35845	alcohol dehydrogenase [NAD(P)+]
rxn35846	alcohol dehydrogenase [NAD(P)+]
rxn35847	alcohol dehydrogenase [NAD(P)+]
rxn35848	alcohol dehydrogenase [NAD(P)+]
rxn35849	alcohol dehydrogenase [NAD(P)+]
rxn35850	alcohol dehydrogenase [NAD(P)+]
rxn35851	alcohol dehydrogenase [NAD(P)+]
rxn35852	alcohol dehydrogenase [NAD(P)+]
rxn35853	alcohol dehydrogenase [NAD(P)+]
rxn35854	alcohol dehydrogenase [NAD(P)+]
rxn35855	alcohol dehydrogenase [NAD(P)+]
rxn35856	alcohol dehydrogenase [NAD(P)+]
rxn35857	alcohol dehydrogenase [NAD(P)+]
rxn35858	alcohol dehydrogenase [NAD(P)+]
rxn35859	alcohol dehydrogenase [NAD(P)+]
rxn35860	alcohol dehydrogenase [NAD(P)+]
rxn35861	alcohol dehydrogenase [NAD(P)+]
rxn35862	alcohol dehydrogenase [NAD(P)+]
rxn35863	alcohol dehydrogenase [NAD(P)+]
rxn35864	alcohol dehydrogenase [NAD(P)+]
rxn35865	alcohol dehydrogenase [NAD(P)+]
rxn35866	alcohol dehydrogenase [NAD(P)+]
rxn35867	alcohol dehydrogenase [NAD(P)+]
rxn35868	alcohol dehydrogenase [NAD(P)+]
rxn35869	alcohol dehydrogenase [NAD(P)+]
rxn35870	alcohol dehydrogenase [NAD(P)+]
rxn35871	alcohol dehydrogenase [NAD(P)+]
rxn35872	alcohol dehydrogenase [NAD(P)+]
rxn35873	alcohol dehydrogenase [NAD(P)+]
rxn35874	alcohol dehydrogenase [NAD(P)+]
rxn35875	alcohol dehydrogenase [NAD(P)+]
rxn35876	alcohol dehydrogenase [NAD(P)+]
rxn35877	alcohol dehydrogenase [NAD(P)+]
rxn35878	alcohol dehydrogenase [NAD(P)+]
rxn35879	alcohol dehydrogenase [NAD(P)+]
rxn35880	alcohol dehydrogenase [NAD(P)+]
rxn35881	alcohol dehydrogenase [NAD(P)+]
rxn35882	alcohol dehydrogenase [NAD(P)+]
rxn35883	alcohol dehydrogenase [NAD(P)+]
rxn35884	alcohol dehydrogenase [NAD(P)+]
rxn35885	alcohol dehydrogenase [NAD(P)+]
rxn35886	alcohol dehydrogenase [NAD(P)+]
rxn35887	alcohol dehydrogenase [NAD(P)+]
rxn35888	alcohol dehydrogenase [NAD(P)+]
rxn35889	alcohol dehydrogenase [NAD(P)+]
rxn35890	alcohol dehydrogenase [NAD(P)+]
rxn35891	alcohol dehydrogenase [NAD(P)+]
rxn35892	alcohol dehydrogenase [NAD(P)+]
rxn35893	alcohol dehydrogenase [NAD(P)+]
rxn35894	alcohol dehydrogenase [NAD(P)+]
rxn35895	alcohol dehydrogenase [NAD(P)+]
rxn35896	alcohol dehydrogenase [NAD(P)+]
rxn35897	alcohol dehydrogenase [NAD(P)+]
rxn35898	alcohol dehydrogenase [NAD(P)+]
rxn35899	alcohol dehydrogenase [NAD(P)+]
rxn35900	alcohol dehydrogenase [NAD(P)+]
rxn35901	alcohol dehydrogenase [NAD(P)+]
rxn35902	alcohol dehydrogenase [NAD(P)+]
rxn35903	alcohol dehydrogenase [NAD(P)+]
rxn35904	alcohol dehydrogenase [NAD(P)+]
rxn35905	alcohol dehydrogenase [NAD(P)+]
rxn35906	alcohol dehydrogenase [NAD(P)+]
rxn35907	alcohol dehydrogenase [NAD(P)+]
rxn35908	alcohol dehydrogenase [NAD(P)+]
rxn35909	alcohol dehydrogenase [NAD(P)+]
rxn35910	alcohol dehydrogenase [NAD(P)+]
rxn35911	alcohol dehydrogenase [NAD(P)+]
rxn35912	alcohol dehydrogenase [NAD(P)+]
rxn35913	alcohol dehydrogenase [NAD(P)+]
rxn35914	alcohol dehydrogenase [NAD(P)+]
rxn35915	alcohol dehydrogenase [NAD(P)+]
rxn35916	alcohol dehydrogenase [NAD(P)+]
rxn35917	alcohol dehydrogenase [NAD(P)+]
rxn35918	alcohol dehydrogenase [NAD(P)+]
rxn35919	alcohol dehydrogenase [NAD(P)+]
rxn35920	alcohol dehydrogenase [NAD(P)+]
rxn35921	alcohol dehydrogenase [NAD(P)+]
rxn35922	alcohol dehydrogenase [NAD(P)+]
rxn35923	alcohol dehydrogenase [NAD(P)+]
rxn35924	alcohol dehydrogenase [NAD(P)+]
rxn35925	alcohol dehydrogenase [NAD(P)+]
rxn35926	alcohol dehydrogenase [NAD(P)+]
rxn35927	alcohol dehydrogenase [NAD(P)+]
rxn35928	alcohol dehydrogenase [NAD(P)+]
rxn35929	alcohol dehydrogenase [NAD(P)+]
rxn35930	alcohol dehydrogenase [NAD(P)+]
rxn35931	alcohol dehydrogenase [NAD(P)+]
rxn35932	alcohol dehydrogenase [NAD(P)+]
rxn35933	alcohol dehydrogenase [NAD(P)+]
rxn35934	alcohol dehydrogenase [NAD(P)+]
rxn35935	alcohol dehydrogenase [NAD(P)+]
rxn35936	alcohol dehydrogenase [NAD(P)+]
rxn35937	alcohol dehydrogenase [NAD(P)+]
rxn35938	alcohol dehydrogenase [NAD(P)+]
rxn35939	alcohol dehydrogenase [NAD(P)+]
rxn35940	alcohol dehydrogenase [NAD(P)+]
rxn35941	alcohol dehydrogenase [NAD(P)+]
rxn35942	alcohol dehydrogenase [NAD(P)+]
rxn35943	alcohol dehydrogenase [NAD(P)+]
rxn35944	alcohol dehydrogenase [NAD(P)+]
rxn35945	alcohol dehydrogenase [NAD(P)+]
rxn35946	alcohol dehydrogenase [NAD(P)+]
rxn35947	alcohol dehydrogenase [NAD(P)+]
rxn35948	alcohol dehydrogenase [NAD(P)+]
rxn35949	alcohol dehydrogenase [NAD(P)+]
rxn35950	alcohol dehydrogenase [NAD(P)+]
rxn35951	alcohol dehydrogenase [NAD(P)+]
rxn35952	alcohol dehydrogenase [NAD(P)+]
rxn35953	alcohol dehydrogenase [NAD(P)+]
rxn35954	alcohol dehydrogenase [NAD(P)+]
rxn35955	alcohol dehydrogenase [NAD(P)+]
rxn35956	alcohol dehydrogenase [NAD(P)+]
rxn35957	alcohol dehydrogenase [NAD(P)+]
rxn35958	alcohol dehydrogenase [NAD(P)+]
rxn35959	alcohol dehydrogenase [NAD(P)+]
rxn35960	alcohol dehydrogenase [NAD(P)+]
rxn35961	alcohol dehydrogenase [NAD(P)+]
rxn35962	alcohol dehydrogenase [NAD(P)+]
rxn35963	alcohol dehydrogenase [NAD(P)+]
rxn35964	alcohol dehydrogenase [NAD(P)+]
rxn35965	alcohol dehydrogenase [NAD(P)+]
rxn35966	alcohol dehydrogenase [NAD(P)+]
rxn35967	alcohol dehydrogenase [NAD(P)+]
rxn35968	alcohol dehydrogenase [NAD(P)+]
rxn35969	alcohol dehydrogenase [NAD(P)+]
rxn35970	alcohol dehydrogenase [NAD(P)+]
rxn35971	alcohol dehydrogenase [NAD(P)+]
rxn35972	alcohol dehydrogenase [NAD(P)+]
rxn35973	alcohol dehydrogenase [NAD(P)+]
rxn35974	alcohol dehydrogenase [NAD(P)+]
rxn35975	alcohol dehydrogenase [NAD(P)+]
rxn35976	alcohol dehydrogenase [NAD(P)+]
rxn35977	alcohol dehydrogenase [NAD(P)+]
rxn35978	alcohol dehydrogenase [NAD(P)+]
rxn35979	alcohol dehydrogenase [NAD(P)+]
rxn35980	alcohol dehydrogenase [NAD(P)+]
rxn35981	alcohol dehydrogenase [NAD(P)+]
rxn35982	alcohol dehydrogenase [NAD(P)+]
rxn35983	alcohol dehydrogenase [NAD(P)+]
rxn35984	alcohol dehydrogenase [NAD(P)+]
rxn35985	alcohol dehydrogenase [NAD(P)+]
rxn35986	alcohol dehydrogenase [NAD(P)+]
rxn35987	alcohol dehydrogenase [NAD(P)+]
rxn35988	alcohol dehydrogenase [NAD(P)+]
rxn35989	alcohol dehydrogenase [NAD(P)+]
rxn35990	alcohol dehydrogenase [NAD(P)+]
rxn35991	alcohol dehydrogenase [NAD(P)+]
rxn35992	alcohol dehydrogenase [NAD(P)+]
rxn35993	alcohol dehydrogenase [NAD(P)+]
rxn35994	alcohol dehydrogenase [NAD(P)+]
rxn35995	alcohol dehydrogenase [NAD(P)+]
rxn35996	alcohol dehydrogenase [NAD(P)+]
rxn35997	alcohol dehydrogenase [NAD(P)+]
rxn35998	alcohol dehydrogenase [NAD(P)+]
rxn35999	alcohol dehydrogenase [NAD(P)+]
rxn36000	alcohol dehydrogenase [NAD(P)+]
rxn36001	alcohol dehydrogenase [NAD(P)+]
rxn36002	alcohol dehydrogenase [NAD(P)+]
rxn36003	alcohol dehydrogenase [NAD(P)+]
rxn36004	alcohol dehydrogenase [NAD(P)+]
rxn36005	alcohol dehydrogenase [NAD(P)+]
rxn36006	alcohol dehydrogenase [NAD(P)+]
rxn36007	alcohol dehydrogenase [NAD(P)+]
rxn36008	alcohol dehydrogenase [NAD(P)+]
rxn36009	alcohol dehydrogenase [NAD(P)+]
rxn36010	alcohol dehydrogenase [NAD(P)+]
rxn36011	alcohol dehydrogenase [NAD(P)+]
rxn36012	alcohol dehydrogenase [NAD(P)+]
rxn36013	alcohol dehydrogenase [NAD(P)+]
rxn36014	alcohol dehydrogenase [NAD(P)+]
rxn36015	alcohol dehydrogenase [NAD(P)+]
rxn36016	alcohol dehydrogenase [NAD(P)+]
rxn36017	alcohol dehydrogenase [NAD(P)+]
rxn36018	alcohol dehydrogenase [NAD(P)+]
rxn36019	alcohol dehydrogenase [NAD(P)+]
rxn36020	alcohol dehydrogenase [NAD(P)+]
rxn36021	alcohol dehydrogenase [NAD(P)+]
rxn36022	alcohol dehydrogenase [NAD(P)+]
rxn36023	alcohol dehydrogenase [NAD(P)+]
rxn36024	alcohol dehydrogenase [NAD(P)+]
rxn36025	alcohol dehydrogenase [NAD(P)+]
rxn36026	alcohol dehydrogenase [NAD(P)+]
rxn36027	alcohol dehydrogenase [NAD(P)+]
rxn36028	alcohol dehydrogenase [NAD(P)+]
rxn36029	alcohol dehydrogenase [NAD(P)+]
rxn36030	alcohol dehydrogenase [NAD(P)+]
rxn36031	alcohol dehydrogenase [NAD(P)+]
rxn36032	alcohol dehydrogenase [NAD(P)+]
rxn36033	alcohol dehydrogenase [NAD(P)+]
rxn36034	alcohol dehydrogenase [NAD(P)+]
rxn36035	alcohol dehydrogenase [NAD(P)+]
rxn36036	alcohol dehydrogenase [NAD(P)+]
rxn36037	alcohol dehydrogenase [NAD(P)+]
rxn36038	alcohol dehydrogenase [NAD(P)+]
rxn36039	alcohol dehydrogenase [NAD(P)+]
rxn36040	alcohol dehydrogenase [NAD(P)+]
rxn36041	alcohol dehydrogenase [NAD(P)+]
rxn36042	alcohol dehydrogenase [NAD(P)+]
rxn36043	alcohol dehydrogenase [NAD(P)+]
rxn36044	alcohol dehydrogenase [NAD(P)+]
rxn36045	alcohol dehydrogenase [NAD(P)+]
rxn36046	alcohol dehydrogenase [NAD(P)+]
rxn36047	alcohol dehydrogenase [NAD(P)+]
rxn36048	alcohol dehydrogenase [NAD(P)+]
rxn36049	alcohol dehydrogenase [NAD(P)+]
rxn36050	alcohol dehydrogenase [NAD(P)+]
rxn36051	alcohol dehydrogenase [NAD(P)+]
rxn36052	alcohol dehydrogenase [NAD(P)+]
rxn36053	alcohol dehydrogenase [NAD(P)+]
rxn36054	alcohol dehydrogenase [NAD(P)+]
rxn36055	alcohol dehydrogenase [NAD(P)+]
rxn36056	alcohol dehydrogenase [NAD(P)+]
rxn36057	alcohol dehydrogenase [NAD(P)+]
rxn36058	alcohol dehydrogenase [NAD(P)+]
rxn36059	alcohol dehydrogenase [NAD(P)+]
rxn36060	alcohol dehydrogenase [NAD(P)+]
rxn36061	alcohol dehydrogenase [NAD(P)+]
rxn36062	alcohol dehydrogenase [NAD(P)+]
rxn36063	alcohol dehydrogenase [NAD(P)+]
rxn36064	alcohol dehydrogenase [NAD(P)+]
rxn36065	alcohol dehydrogenase [NAD(P)+]
rxn36066	alcohol dehydrogenase [NAD(P)+]
rxn36067	alcohol dehydrogenase [NAD(P)+]
rxn36068	alcohol dehydrogenase [NAD(P)+]
rxn36069	alcohol dehydrogenase [NAD(P)+]
rxn36070	alcohol dehydrogenase [NAD(P)+]
rxn36071	alcohol dehydrogenase [NAD(P)+]
rxn36072	alcohol dehydrogenase [NAD(P)+]
rxn36073	alcohol dehydrogenase [NAD(P)+]
rxn36074	alcohol dehydrogenase [NAD(P)+]
rxn36075	alcohol dehydrogenase [NAD(P)+]
rxn36076	alcohol dehydrogenase [NAD(P)+]
rxn36077	alcohol dehydrogenase [NAD(P)+]
rxn36078	alcohol dehydrogenase [NAD(P)+]
rxn36079	alcohol dehydrogenase [NAD(P)+]
rxn36080	alcohol dehydrogenase [NAD(P)+]
rxn36081	alcohol dehydrogenase [NAD(P)+]
rxn36082	alcohol dehydrogenase [NAD(P)+]
rxn36083	alcohol dehydrogenase [NAD(P)+]
rxn36084	alcohol dehydrogenase [NAD(P)+]
rxn36085	alcohol dehydrogenase [NAD(P)+]
rxn36086	alcohol dehydrogenase [NAD(P)+]
rxn36087	alcohol dehydrogenase [NAD(P)+]
rxn36088	alcohol dehydrogenase [NAD(P)+]
rxn36089	alcohol dehydrogenase [NAD(P)+]
rxn36090	alcohol dehydrogenase [NAD(P)+]
rxn36091	alcohol dehydrogenase [NAD(P)+]
rxn36092	alcohol dehydrogenase [NAD(P)+]
rxn36093	alcohol dehydrogenase [NAD(P)+]
rxn36094	alcohol dehydrogenase [NAD(P)+]
rxn36095	alcohol dehydrogenase [NAD(P)+]
rxn36096	alcohol dehydrogenase [NAD(P)+]
rxn36097	alcohol dehydrogenase [NAD(P)+]
rxn36098	alcohol dehydrogenase [NAD(P)+]
rxn36099	alcohol dehydrogenase [NAD(P)+]
rxn36100	alcohol dehydrogenase [NAD(P)+]
rxn36101	alcohol dehydrogenase [NAD(P)+]
rxn36102	alcohol dehydrogenase [NAD(P)+]
rxn36103	alcohol dehydrogenase [NAD(P)+]
rxn36104	alcohol dehydrogenase [NAD(P)+]
rxn36105	alcohol dehydrogenase [NAD(P)+]
rxn36106	alcohol dehydrogenase [NAD(P)+]
rxn36107	alcohol dehydrogenase [NAD(P)+]
rxn36108	alcohol dehydrogenase [NAD(P)+]
rxn36109	alcohol dehydrogenase [NAD(P)+]
rxn36110	alcohol dehydrogenase [NAD(P)+]
rxn36111	alcohol dehydrogenase [NAD(P)+]
rxn36112	alcohol dehydrogenase [NAD(P)+]
rxn36113	alcohol dehydrogenase [NAD(P)+]
rxn36114	alcohol dehydrogenase [NAD(P)+]
rxn36115	alcohol dehydrogenase [NAD(P)+]
rxn36116	alcohol dehydrogenase [NAD(P)+]
rxn36117	alcohol dehydrogenase [NAD(P)+]
rxn36118	alcohol dehydrogenase [NAD(P)+]
rxn36119	alcohol dehydrogenase [NAD(P)+]
rxn36120	alcohol dehydrogenase [NAD(P)+]
rxn36121	alcohol dehydrogenase [NAD(P)+]
rxn36122	alcohol dehydrogenase [NAD(P)+]
rxn36123	alcohol dehydrogenase [NAD(P)+]
rxn36124	alcohol dehydrogenase [NAD(P)+]
rxn36125	alcohol dehydrogenase [NAD(P)+]
rxn36126	alcohol dehydrogenase [NAD(P)+]
rxn36127	alcohol dehydrogenase [NAD(P)+]
rxn36128	alcohol dehydrogenase [NAD(P)+]
rxn36129	alcohol dehydrogenase [NAD(P)+]
rxn36130	alcohol dehydrogenase [NAD(P)+]
rxn36131	alcohol dehydrogenase [NAD(P)+]
rxn36132	alcohol dehydrogenase [NAD(P)+]
rxn36133	alcohol dehydrogenase [NAD(P)+]
rxn36134	alcohol dehydrogenase [NAD(P)+]
rxn36135	alcohol dehydrogenase [NAD(P)+]
rxn36136	alcohol dehydrogenase [NAD(P)+]
rxn36137	alcohol dehydrogenase [NAD(P)+]
rxn36138	alcohol dehydrogenase [NAD(P)+]
rxn36139	alcohol dehydrogenase [NAD(P)+]
rxn36140	alcohol dehydrogenase [NAD(P)+]
rxn36141	alcohol dehydrogenase [NAD(P)+]
rxn36142	alcohol dehydrogenase [NAD(P)+]
rxn36143	alcohol dehydrogenase [NAD(P)+]
rxn36144	alcohol dehydrogenase [NAD(P)+]
rxn36145	alcohol dehydrogenase [NAD(P)+]
rxn36146	alcohol dehydrogenase [NAD(P)+]
rxn36147	alcohol dehydrogenase [NAD(P)+]
rxn36148	alcohol dehydrogenase [NAD(P)+]
rxn36149	alcohol dehydrogenase [NAD(P)+]
rxn36150	alcohol dehydrogenase [NAD(P)+]
rxn36151	alcohol dehydrogenase [NAD(P)+]
rxn36152	alcohol dehydrogenase [NAD(P)+]
